target,familia,horizonte,n,mae,rmse,skill
calidad_aire,baseline,1,4935,3.390719351570415,7.245201465493046,0.0
calidad_aire,lightgbm,1,4935,3.5470553822968935,7.799934839540107,-0.15899354362127482
calidad_aire,baseline,3,4421,6.105021488351053,12.978753103415983,0.0
calidad_aire,lightgbm,3,4421,6.0511178255233595,13.787843090191966,-0.12856537822282066
calidad_aire,baseline,6,3695,6.962733423545332,14.410757427513705,0.0
calidad_aire,lightgbm,6,3695,5.585541418242067,12.544418126201085,0.2422474144339829
