nodo,parada,modo,grado,intermediacion,cercania,pagerank
crtm_red_transporte_madrid:2079,Biblioteca Miguel Hernández,emt,2,0.00076,0.0384,0.000276
crtm_red_transporte_madrid:2365,Cuesta De La Vega,emt,2,0.00076,0.0493,0.00029
crtm_red_transporte_madrid:4846,Marcelino Camacho - Laguna,emt,3,0.00075,0.0426,0.000365
crtm_red_transporte_madrid:3947,Centro De Salud Ensanche Vallecas,emt,2,0.00075,0.0294,0.000324
crtm_red_transporte_madrid:1594,Islas Aleutianas - Herrera Oria,emt,2,0.00075,0.0375,0.000273
crtm_red_transporte_madrid:3819,Feria De Madrid - Puerta Norte,emt,2,0.00075,0.037,0.000318
crtm_red_transporte_madrid:5710,Estación De Atocha,emt,2,0.00075,0.0582,0.000252
crtm_red_transporte_madrid:469,Pedroñeras - El Provencio,emt,2,0.00075,0.0349,0.000316
crtm_red_transporte_madrid:3568,Plaza Castilla,emt,2,0.00074,0.0454,0.000286
crtm_red_transporte_madrid:1780,Metro Barrio Del Pilar,emt,2,0.00074,0.0407,0.000311
crtm_red_transporte_madrid:3160,Ervigio,emt,2,0.00074,0.0423,0.000312
crtm_red_transporte_madrid:1941,Evangelios,emt,2,0.00074,0.0459,0.000285
crtm_red_transporte_madrid:5729,Rosalía De Castro - Ramón Gómez De La Serna,emt,2,0.00073,0.0344,0.000276
crtm_red_transporte_madrid:5028,Copérnico,emt,2,0.00072,0.0474,0.000295
crtm_red_transporte_madrid:1045,Avenida Santa Eugenia - Puentelarra,emt,3,0.00072,0.0389,0.000456
crtm_red_transporte_madrid:655,Avenida De Las Águilas - José De Cadalso,emt,2,0.00072,0.0373,0.000294
crtm_red_transporte_madrid:1790,Alcocer - Villaverde Cruce,emt,2,0.00072,0.0362,0.000268
crtm_red_transporte_madrid:1107,Payaso Fofó - Arroyo Del Olivar,emt,2,0.00071,0.0461,0.000263
crtm_red_transporte_madrid:3243,Sinesio Delgado - Doroteo Benache,emt,2,0.00071,0.0414,0.000273
crtm_red_transporte_madrid:3739,Hospital De La Princesa,emt,2,0.00071,0.0467,0.000324
crtm_red_transporte_madrid:4744,Puente San Isidro - San Illán,emt,2,0.0007,0.0421,0.000319
crtm_red_transporte_madrid:4948,Bacares - Golfo De Salónica,emt,2,0.0007,0.0488,0.0003
crtm_red_transporte_madrid:2822,Cristo De La Victoria - Jaspe,emt,2,0.0007,0.0397,0.00032
crtm_red_transporte_madrid:3447,Osa Mayor - Carretera De Húmera,emt,2,0.0007,0.028,0.000327
crtm_red_transporte_madrid:1619,Fermín Caballero - Isla De Arosa,emt,2,0.0007,0.0362,0.000283
crtm_red_transporte_madrid:976,Luis Ruiz,emt,2,0.00069,0.0443,0.00029
crtm_red_transporte_madrid:609,Puente De Segovia,emt,2,0.00069,0.049,0.000281
crtm_red_transporte_madrid:3738,Diego De León - Núñez De Balboa,emt,2,0.00069,0.0467,0.00032
crtm_red_transporte_madrid:566,Vía Carpetana - Casimiro Escudero,emt,2,0.00069,0.0425,0.000263
crtm_red_transporte_madrid:5234,Menéndez Pelayo - Granada,emt,2,0.00069,0.0594,0.000255
crtm_red_transporte_madrid:5232,Mariano De Cavia,emt,2,0.00068,0.0594,0.000259
crtm_red_transporte_madrid:2700,Francisco Silvela - Príncipe De Vergara,emt,3,0.00068,0.0629,0.000304
crtm_red_transporte_madrid:510,Vélez Rubio,emt,3,0.00068,0.0465,0.000445
crtm_red_transporte_madrid:3063,Ricardo Ortiz - San Marcelo,emt,2,0.00068,0.0555,0.000283
crtm_red_transporte_madrid:2769,Plaza Andrés Jaúregui,emt,2,0.00067,0.0341,0.00028
crtm_red_transporte_madrid:3,Blanca De Castilla - Camino De La Zarzuela,emt,2,0.00067,0.028,0.000327
crtm_red_transporte_madrid:371,Las Águilas - Cercanías,emt,2,0.00067,0.0372,0.000311
crtm_red_transporte_madrid:468,Canillas,emt,2,0.00067,0.0341,0.00028
crtm_red_transporte_madrid:3248,Roquetas De Mar,emt,2,0.00067,0.0485,0.000299
crtm_red_transporte_madrid:5030,Indalecio Prieto - Copérnico,emt,2,0.00067,0.0472,0.000301
crtm_red_transporte_madrid:817,Hospital Niño Jesús,emt,2,0.00067,0.0572,0.000291
crtm_red_transporte_madrid:1743,Ruber Internacional,emt,2,0.00067,0.0381,0.000292
crtm_red_transporte_madrid:3778,Camino De Santiago - Valcarlos,emt,2,0.00067,0.0454,0.000281
crtm_red_transporte_madrid:106,Madre Molas,emt,2,0.00067,0.0433,0.000311
crtm_red_transporte_madrid:3019,Arcentales - Avenida De Canillejas,emt,2,0.00067,0.0545,0.000264
crtm_red_transporte_madrid:2911,Valdebebas Cercanías,emt,2,0.00066,0.0318,0.000364
crtm_red_transporte_madrid:4040,Canalejas,emt,2,0.00066,0.0538,0.000342
crtm_red_transporte_madrid:4060,Miguel Servet,emt,2,0.00066,0.0464,0.000374
crtm_red_transporte_madrid:5878,Centro De Salud Ensanche Vallecas,emt,2,0.00066,0.0302,0.000376
crtm_red_transporte_madrid:5111,San Cipriano - Minerva,emt,2,0.00066,0.0341,0.000381
crtm_red_transporte_madrid:953,Avenida De Daroca - Miguel De Unamuno,emt,2,0.00066,0.0488,0.000304
crtm_red_transporte_madrid:2210,Mariano De Cavia,emt,2,0.00066,0.0564,0.00027
crtm_red_transporte_madrid:3374,Fuencarral - Bilbao,emt,2,0.00066,0.0422,0.000378
crtm_red_transporte_madrid:453,Sagrados Corazones,emt,2,0.00066,0.0477,0.000348
crtm_red_transporte_madrid:1861,General Perón - Aviador Zorita,emt,2,0.00066,0.0505,0.000329
crtm_red_transporte_madrid:3805,Monte Del Gozo,emt,2,0.00066,0.0359,0.000376
crtm_red_transporte_madrid:3908,Avenida Guindalera - Camilo José Cela,emt,2,0.00066,0.0486,0.000318
crtm_red_transporte_madrid:1783,Fernández Almagro - Betanzos,emt,2,0.00066,0.0406,0.00028
crtm_red_transporte_madrid:745,Auditorio Nacional,emt,2,0.00066,0.0521,0.000349
crtm_red_transporte_madrid:778,Metro Príncipe De Vergara,emt,2,0.00066,0.0554,0.000339
crtm_red_transporte_madrid:2852,Domimgo Párraga - Real De Pinto,emt,2,0.00066,0.0291,0.000367
crtm_red_transporte_madrid:3207,Puerto De La Cruz Verde,emt,2,0.00066,0.0435,0.000355
crtm_red_transporte_madrid:4832,República Dominicana,emt,3,0.00066,0.0492,0.000378
crtm_red_transporte_madrid:5690,Castillo De Uclés - Castillo De Simancas,emt,2,0.00066,0.0279,0.000381
crtm_red_transporte_madrid:7209,Avenida Aragón - Parque Empresarial Pegaso,emt,2,0.00066,0.0332,0.000365
crtm_red_transporte_madrid:51023,César Cort Botí - Leandro Silva,emt,2,0.00066,0.0299,0.000318
crtm_red_transporte_madrid:3769,Valcarlos - San Millán De La Cogolla,emt,2,0.00066,0.0402,0.000347
crtm_red_transporte_madrid:4301,Maqueda - Tembleque,emt,2,0.00066,0.0372,0.000362
crtm_red_transporte_madrid:3423,Ruperto Chapí,emt,2,0.00066,0.0414,0.000322
crtm_red_transporte_madrid:255,Felipe Ii,emt,3,0.00066,0.0645,0.000359
crtm_red_transporte_madrid:7205,Avenida Aragón - Campezo,emt,2,0.00066,0.0311,0.000378
crtm_red_transporte_madrid:2301,Zoo,emt,2,0.00066,0.0364,0.00038
crtm_red_transporte_madrid:5517,Sanchinarro,emt,2,0.00066,0.0534,0.000306
crtm_red_transporte_madrid:605,Príncipe Pío - Campo Del Moro,emt,2,0.00066,0.0503,0.000284
crtm_red_transporte_madrid:2466,Plaza Tarifa,emt,2,0.00066,0.0446,0.000367
crtm_red_transporte_madrid:5034,Felipe Ii,emt,2,0.00066,0.06,0.000306
crtm_red_transporte_madrid:229,Arturo Soria - Josefa Valcárcel,emt,2,0.00066,0.0319,0.000381
crtm_red_transporte_madrid:3837,Fuente Del Tiro - Paseo De Extremadura,emt,2,0.00066,0.0355,0.000368
crtm_red_transporte_madrid:417,Santa Gema,emt,2,0.00066,0.0265,0.000381
crtm_red_transporte_madrid:17306,Avenida Logroño 164,emt,2,0.00066,0.057,0.000342
crtm_red_transporte_madrid:1021,Metro Montecarmelo,emt,2,0.00066,0.0388,0.000309
crtm_red_transporte_madrid:4897,Ayacucho - Nevado Del Ruiz,emt,2,0.00066,0.0297,0.00038
crtm_red_transporte_madrid:4361,Juan Esplandiú 9,emt,2,0.00066,0.0545,0.000351
crtm_red_transporte_madrid:5807,Robledo,emt,2,0.00066,0.0366,0.000375
crtm_red_transporte_madrid:5352,Cementerio Sur - Sección 19G,emt,2,0.00066,0.0287,0.000381
crtm_red_transporte_madrid:5185,Seseña - Valmojado,emt,2,0.00066,0.0326,0.000379
crtm_red_transporte_madrid:3872,Valcarlos - Tierra De Melide,emt,2,0.00066,0.0395,0.000362
crtm_red_transporte_madrid:548,Toledo - Humilladero,emt,2,0.00066,0.0477,0.000373
crtm_red_transporte_madrid:2990,Ciclón,emt,2,0.00066,0.0465,0.000372
crtm_red_transporte_madrid:4181,Euro - Aguacate,emt,3,0.00066,0.043,0.000405
crtm_red_transporte_madrid:2425,Usera,emt,2,0.00066,0.053,0.000294
crtm_red_transporte_madrid:4535,Concejal Francisco Jiménez - Caramuel,emt,2,0.00066,0.0384,0.000373
crtm_red_transporte_madrid:2120,Madre Antonia París,emt,2,0.00066,0.0366,0.000371
crtm_red_transporte_madrid:280,Sagasta,emt,2,0.00066,0.0495,0.000332
crtm_red_transporte_madrid:3891,Vía De Los Poblados - Cristalia,emt,2,0.00066,0.0281,0.000378
crtm_red_transporte_madrid:2055,Doctor Esquerdo - Cavanilles,emt,2,0.00066,0.053,0.000359
crtm_red_transporte_madrid:6229,Avenida De La Victoria - Avenida De La Estación,emt,2,0.00066,0.0265,0.000381
crtm_red_transporte_madrid:865,Ribera Manzanares - Cordillera,emt,2,0.00066,0.0416,0.000367
crtm_red_transporte_madrid:3386,Nuestra Señora Valverde - Alonso Quijano,emt,2,0.00066,0.0426,0.000322
crtm_red_transporte_madrid:938,San Mario,emt,2,0.00066,0.0316,0.000379
crtm_red_transporte_madrid:3997,Marqués De Viana - Genciana,emt,2,0.00066,0.038,0.000379
crtm_red_transporte_madrid:665,Camino De Las Cruces,emt,2,0.00066,0.0364,0.000354
crtm_red_transporte_madrid:16,Avenida De La Victoria - Centro Comercial,emt,2,0.00066,0.0223,0.000381
crtm_red_transporte_madrid:5049,Blas De Lezo - Ilusión,emt,2,0.00066,0.0468,0.000334
crtm_red_transporte_madrid:374,Oliva De Plasencia,emt,3,0.00066,0.0329,0.000465
crtm_red_transporte_madrid:4399,Ginebra - Suecia,emt,2,0.00066,0.0447,0.000315
crtm_red_transporte_madrid:3100,Ronda Sur - Montánchez,emt,2,0.00066,0.036,0.000354
crtm_red_transporte_madrid:1048,José Prat - Indalecio Prieto,emt,2,0.00066,0.0472,0.000327
crtm_red_transporte_madrid:520,Fernández De Los Ríos - Hilarión Eslava,emt,2,0.00066,0.0388,0.00038
crtm_red_transporte_madrid:4810,Mercamadrid - Pescados,emt,2,0.00066,0.0334,0.000381
crtm_red_transporte_madrid:5772,Abad Juan Catalán,emt,2,0.00066,0.0471,0.000303
crtm_red_transporte_madrid:5869,Atapuerca - San Juan De Ortega,emt,2,0.00066,0.0508,0.000328
crtm_red_transporte_madrid:4752,Santa Adela,emt,2,0.00066,0.0328,0.000369
crtm_red_transporte_madrid:2325,Empalme,emt,2,0.00066,0.0369,0.000369
crtm_red_transporte_madrid:4847,Hermanos García Noblejas - Alsacia,emt,2,0.00066,0.0434,0.000342
crtm_red_transporte_madrid:5169,Gloria Fuertes - María Montessori,emt,2,0.00066,0.0328,0.000379
crtm_red_transporte_madrid:4785,Maruja Mallo - Camino Del Olivar,emt,2,0.00066,0.0314,0.000357
crtm_red_transporte_madrid:642,Arqueros,emt,2,0.00066,0.0327,0.00036
crtm_red_transporte_madrid:310,Alfonso Xiii - Pradillo,emt,2,0.00066,0.0394,0.000372
crtm_red_transporte_madrid:2309,Marqués De La Valdavia,emt,2,0.00066,0.0597,0.000297
crtm_red_transporte_madrid:651,Avenida De La Aviación - Valle Inclán,emt,2,0.00066,0.0361,0.000367
crtm_red_transporte_madrid:1382,Bravo Murillo - Cristóbal Bordiú,emt,2,0.00066,0.0372,0.00038
crtm_red_transporte_madrid:51123,Villamanín - Villavaliente,emt,2,0.00066,0.0387,0.000363
crtm_red_transporte_madrid:5434,Secundino Zuazo - Fina De Calderón,emt,2,0.00066,0.0291,0.000381
crtm_red_transporte_madrid:185,Metro Guzmán El Bueno,emt,2,0.00066,0.0319,0.000381
crtm_red_transporte_madrid:1884,Puerta De Toledo,emt,2,0.00066,0.0409,0.000378
crtm_red_transporte_madrid:4230,Hermanos García Noblejas - Alsacia,emt,2,0.00066,0.0419,0.000345
crtm_red_transporte_madrid:2738,Bucaramanga - Centro Comercial,emt,3,0.00066,0.0344,0.000393
crtm_red_transporte_madrid:3130,Avenida Del Talgo - Residencia,emt,2,0.00066,0.0348,0.000323
crtm_red_transporte_madrid:3617,San Eustaquio - Laguna Del Marquesado,emt,2,0.00066,0.0221,0.000381
crtm_red_transporte_madrid:813,Sancho Dávila,emt,2,0.00066,0.0531,0.000343
crtm_red_transporte_madrid:3084,Cementerio La Almudena - Parada 4,emt,2,0.00066,0.0367,0.000375
crtm_red_transporte_madrid:2402,Ofelia Nieto - Paseo De La Dirección,emt,2,0.00066,0.0444,0.000331
crtm_red_transporte_madrid:4639,Avenida De Jaca,emt,2,0.00066,0.0571,0.000318
crtm_red_transporte_madrid:3550,Mar De Las Antillas - Abarzuza,emt,2,0.00066,0.0339,0.000357
crtm_red_transporte_madrid:4732,Juanita Cruz - María De Maeztu,emt,2,0.00066,0.0272,0.000381
crtm_red_transporte_madrid:4061,Hospital Infanta Leonor - Acceso Principal,emt,2,0.00066,0.0375,0.00037
crtm_red_transporte_madrid:4369,Santa Prisca,emt,2,0.00066,0.0533,0.00031
crtm_red_transporte_madrid:51106,Carretera Colmenar - Batallón,emt,2,0.00066,0.0276,0.000381
crtm_red_transporte_madrid:1331,Avenida De La Memoria,emt,2,0.00066,0.042,0.00035
crtm_red_transporte_madrid:5311,Francisco Silvela - Juan Bravo,emt,2,0.00066,0.0547,0.000295
crtm_red_transporte_madrid:904,Junta Municipal Latina,emt,2,0.00066,0.0375,0.000374
crtm_red_transporte_madrid:703,San Juan Bautista,emt,2,0.00066,0.0425,0.00029
crtm_red_transporte_madrid:2965,La Peseta - Corona,emt,3,0.00066,0.0511,0.000388
crtm_red_transporte_madrid:2629,Camino De Campamento - Villagarcía,emt,2,0.00066,0.0383,0.000371
crtm_red_transporte_madrid:4434,Los Molinos,emt,3,0.00066,0.0539,0.000401
crtm_red_transporte_madrid:4743,Plaza De Las Regiones,emt,2,0.00066,0.0419,0.000336
crtm_red_transporte_madrid:5032,Indalecio Prieto - Los Juglares,emt,2,0.00066,0.0517,0.000332
crtm_red_transporte_madrid:2507,Santa María Magdalena,emt,2,0.00066,0.0418,0.000376
crtm_red_transporte_madrid:2533,Rafael Alberti - San Claudio,emt,2,0.00066,0.0342,0.000373
crtm_red_transporte_madrid:3922,Avenida Manzanares - San Cándido,emt,2,0.00066,0.0389,0.000375
crtm_red_transporte_madrid:2183,Alberto Palacios - Ferroviarios,emt,2,0.00066,0.0276,0.000335
crtm_red_transporte_madrid:4049,Esfinge - Canal Del Bósforo,emt,2,0.00066,0.0491,0.000304
crtm_red_transporte_madrid:3631,Casatejada,emt,2,0.00066,0.0335,0.000342
crtm_red_transporte_madrid:2814,Plata Y Castañar,emt,2,0.00066,0.0323,0.000362
crtm_red_transporte_madrid:2641,Sanchidrián,emt,2,0.00066,0.0296,0.000381
crtm_red_transporte_madrid:5218,Patones - Sangenjo,emt,2,0.00066,0.0431,0.000294
crtm_red_transporte_madrid:332,Guetaria - Ordicia,emt,2,0.00066,0.0372,0.000362
crtm_red_transporte_madrid:2788,Chamartín,emt,2,0.00066,0.0413,0.000359
crtm_red_transporte_madrid:5629,Escalona - Illescas,emt,2,0.00066,0.0376,0.000367
crtm_red_transporte_madrid:1179,Burjasot,emt,2,0.00066,0.0337,0.000331
crtm_red_transporte_madrid:2586,Pablo Neruda - Luis Buñuel,emt,2,0.00066,0.0343,0.000371
crtm_red_transporte_madrid:5313,Alcalde Andrés Madrid Dávila - Casa Tilly,emt,2,0.00066,0.0379,0.000379
crtm_red_transporte_madrid:2555,Los Cármenes,emt,2,0.00066,0.0489,0.000287
crtm_red_transporte_madrid:5010,Simca - Horizon,emt,2,0.00066,0.0343,0.000379
crtm_red_transporte_madrid:5207,Metro Lacoma,emt,2,0.00066,0.0331,0.00036
crtm_red_transporte_madrid:3649,Aeropuerto T4,emt,2,0.00065,0.0605,0.000268
crtm_red_transporte_madrid:4047,San Mariano - Canal Del Bósforo,emt,2,0.00065,0.049,0.000311
crtm_red_transporte_madrid:5413,Estación Hortaleza - Chaves Nogales,emt,2,0.00065,0.0401,0.000309
crtm_red_transporte_madrid:51009,Monasterio Paular - Monasterio Huelgas,emt,2,0.00065,0.0407,0.000265
crtm_red_transporte_madrid:4402,Pradera De Vaquerizas,emt,2,0.00065,0.0332,0.000292
crtm_red_transporte_madrid:4410,Suecia - Francfort,emt,2,0.00065,0.0441,0.000303
crtm_red_transporte_madrid:51026,Antonio Machado - Isla De Oza,emt,3,0.00065,0.0413,0.000385
crtm_red_transporte_madrid:2530,Andaluces - San Claudio,emt,2,0.00065,0.0404,0.000275
crtm_red_transporte_madrid:1044,Avenida Santa Eugenia - Virgen Las Viñas,emt,2,0.00065,0.0402,0.00031
crtm_red_transporte_madrid:3684,Avenida Guindalera - Camilo José Cela,emt,2,0.00065,0.0489,0.000285
crtm_red_transporte_madrid:3510,Calle Once - Avenida Segunda,emt,2,0.00065,0.0447,0.000303
crtm_red_transporte_madrid:3229,Valencia De Don Juan - Alfredo Marqueríe,emt,2,0.00064,0.0392,0.0003
crtm_red_transporte_madrid:4725,Polideportivo Palomeras,emt,2,0.00064,0.0403,0.00026
crtm_red_transporte_madrid:4154,Beata,emt,2,0.00064,0.0501,0.000263
crtm_red_transporte_madrid:5872,Telefónica,emt,3,0.00064,0.0444,0.000402
crtm_red_transporte_madrid:51277,Encierros - Gran Avenida,emt,2,0.00064,0.0399,0.000287
crtm_red_transporte_madrid:3384,Joan Maragall - Sor Ángela De La Cruz,emt,2,0.00063,0.0466,0.000311
crtm_red_transporte_madrid:3198,Unanimidad - Alianza,emt,2,0.00063,0.0372,0.000299
crtm_red_transporte_madrid:472,Mota Del Cuervo,emt,2,0.00063,0.0328,0.000298
crtm_red_transporte_madrid:507,Almanzora - Bacares,emt,2,0.00063,0.0452,0.000286
crtm_red_transporte_madrid:1912,Joan Maragall - San Germán,emt,2,0.00062,0.0484,0.000298
crtm_red_transporte_madrid:818,Plaza Niño Jesús,emt,2,0.00062,0.057,0.000261
crtm_red_transporte_madrid:4135,Comendadoras,emt,2,0.00062,0.0438,0.000319
crtm_red_transporte_madrid:796,San Juan De La Cruz,emt,2,0.00062,0.0538,0.000296
crtm_red_transporte_madrid:5437,Plaza De Las Regiones,emt,2,0.00062,0.0407,0.000301
crtm_red_transporte_madrid:1798,Carretera De Vallecas - Unanimidad,emt,2,0.00062,0.0346,0.000309
crtm_red_transporte_madrid:1271,Pico Artilleros - Luis De Hoyos,emt,2,0.00062,0.0457,0.000288
crtm_red_transporte_madrid:4441,Alberique - Comisaría,emt,2,0.00062,0.0494,0.000278
crtm_red_transporte_madrid:3010,Julián Camarillo - Santa Leonor,emt,2,0.00062,0.0454,0.000309
crtm_red_transporte_madrid:3951,Peñaranda - Puentedey,emt,2,0.00061,0.0292,0.000322
crtm_red_transporte_madrid:2597,Príncipe De Vergara - Diego De León,emt,2,0.0006,0.0465,0.000322
crtm_red_transporte_madrid:5372,Castellana - Profesor Waksman,emt,2,0.0006,0.0478,0.000285
crtm_red_transporte_madrid:3165,Arroyo De Las Pavas,emt,2,0.0006,0.042,0.000298
crtm_red_transporte_madrid:1530,Bravo Murillo - Plaza Castilla,emt,2,0.0006,0.0449,0.000287
crtm_red_transporte_madrid:4849,Ecuador,emt,3,0.0006,0.0508,0.000352
crtm_red_transporte_madrid:1453,Mercado Tirso De Molina,emt,2,0.00059,0.0474,0.000252
crtm_red_transporte_madrid:2200,Avenida De Entrevías - Vedra,emt,2,0.00059,0.0357,0.000301
crtm_red_transporte_madrid:1034,Plaza Antonio María Segovia,emt,2,0.00059,0.0367,0.0003
crtm_red_transporte_madrid:797,Ríos Rosas - Alonso Cano,emt,2,0.00058,0.0535,0.00029
crtm_red_transporte_madrid:1895,Iglesia - Alonso Cano,emt,2,0.00058,0.0495,0.000317
crtm_red_transporte_madrid:3773,Camino De Santiago - San Millán Cogolla,emt,2,0.00057,0.0438,0.000261
crtm_red_transporte_madrid:1896,Alonso Cano,emt,2,0.00057,0.0494,0.000316
crtm_red_transporte_madrid:5850,Alcalá Zamora - María Tudor,emt,2,0.00057,0.0488,0.000266
crtm_red_transporte_madrid:1372,Pedro Rico - Finisterre,emt,2,0.00057,0.0442,0.000272
crtm_red_transporte_madrid:4857,María Odiaga - Federico Grases,emt,2,0.00057,0.0374,0.000304
crtm_red_transporte_madrid:51247,Finisterre - Melchor Fernández Almagro,emt,2,0.00057,0.0438,0.000257
crtm_red_transporte_madrid:5467,Metro Méndez Álvaro,emt,2,0.00057,0.0561,0.000269
crtm_red_transporte_madrid:3385,Joan Maragall - Rosario Pino,emt,2,0.00056,0.0464,0.000303
crtm_red_transporte_madrid:1370,Monforte De Lemos - Finisterre,emt,2,0.00056,0.0432,0.000261
crtm_red_transporte_madrid:2273,Camarena - Sagrada Familia,emt,2,0.00055,0.0363,0.000319
crtm_red_transporte_madrid:688,Avenida De Los Toreros,emt,3,0.00055,0.0544,0.000354
crtm_red_transporte_madrid:1749,La Masó - Moralzarzal,emt,2,0.00054,0.0396,0.000293
crtm_red_transporte_madrid:3333,Baltasar Santos - Navacerrada,emt,2,0.00054,0.0436,0.000323
crtm_red_transporte_madrid:2807,Parque De Ingenieros,emt,2,0.00054,0.0345,0.000284
crtm_red_transporte_madrid:271,Foresta,emt,2,0.00054,0.0444,0.000291
crtm_red_transporte_madrid:3580,César Manrique - Chantada,emt,2,0.00054,0.036,0.000312
crtm_red_transporte_madrid:5845,Valhondo - Ciclón,emt,3,0.00053,0.0451,0.000348
crtm_red_transporte_madrid:1515,César Manrique - La Cabrera,emt,2,0.00053,0.0361,0.000303
crtm_red_transporte_madrid:4716,Conde De Casal - Doctor Esquerdo,emt,2,0.00052,0.0618,0.000229
crtm_red_transporte_madrid:2150,Marqués De Torroja,emt,3,0.00052,0.0431,0.000369
crtm_red_transporte_madrid:2212,Plaza Niño Jesús,emt,2,0.00052,0.0565,0.000287
crtm_red_transporte_madrid:707,Avenida De La Paz,emt,2,0.00052,0.0419,0.000279
crtm_red_transporte_madrid:3444,Ana Teresa - Antares,emt,2,0.00051,0.0328,0.000252
crtm_red_transporte_madrid:1788,Alcocer - Virgen Desamparados,emt,2,0.00051,0.0353,0.000269
crtm_red_transporte_madrid:5856,Los Rosales - Niquel,emt,2,0.0005,0.03,0.000306
crtm_red_transporte_madrid:1463,Sepúlveda - Apóstoles,emt,4,0.0005,0.0427,0.000439
crtm_red_transporte_madrid:2970,Monasterio Silos - Avenida Montecarmelo,emt,2,0.00049,0.0379,0.000298
crtm_red_transporte_madrid:1964,Estación De Delicias,emt,2,0.00049,0.0506,0.000292
crtm_red_transporte_madrid:1990,Arroyo Fontarrón - Francisco De Luján,emt,2,0.00049,0.0425,0.000298
crtm_red_transporte_madrid:1992,Arroyo Fontarrón - Encomienda De Palacios,emt,2,0.00048,0.0425,0.000298
crtm_red_transporte_madrid:3321,Marismas - Pérez De Ayala,emt,2,0.00048,0.0434,0.000322
crtm_red_transporte_madrid:2984,Alameda De Osuna,emt,2,0.00048,0.051,0.000242
crtm_red_transporte_madrid:1781,Fernández Almagro - Ferrol,emt,2,0.00048,0.0401,0.000301
crtm_red_transporte_madrid:2275,Camarena - Ocaña,emt,2,0.00047,0.0361,0.000312
crtm_red_transporte_madrid:5800,Matilde Landa,emt,2,0.00047,0.0403,0.000313
crtm_red_transporte_madrid:2672,Nuestra Señora De Valverde - Sumatra,emt,3,0.00047,0.041,0.000392
crtm_red_transporte_madrid:2217,Conde De Peñalver - Alcalá,emt,2,0.00047,0.059,0.000276
crtm_red_transporte_madrid:505,San Luis - Almanzora,emt,2,0.00047,0.044,0.000284
crtm_red_transporte_madrid:87,José Antonio Armona,emt,2,0.00047,0.0542,0.000261
crtm_red_transporte_madrid:373,Las Águilas,emt,2,0.00047,0.0368,0.000306
crtm_red_transporte_madrid:2722,Vinateros - Marroquina,emt,2,0.00046,0.0441,0.00032
crtm_red_transporte_madrid:5611,Plaza Castilla,emt,2,0.00046,0.0446,0.000293
crtm_red_transporte_madrid:2670,Nuestra Señora De Valverde - Islas Jarvi,emt,2,0.00046,0.0403,0.000274
crtm_red_transporte_madrid:3241,Antonio Machado - Sinesio Delgado,emt,2,0.00045,0.0406,0.000274
crtm_red_transporte_madrid:4981,Vicente Carballal,emt,2,0.00045,0.0299,0.000314
crtm_red_transporte_madrid:844,Encomienda De Palacios - Arroyo Fontarrón,emt,2,0.00045,0.0407,0.000303
crtm_red_transporte_madrid:5079,Antonio De Leyva - Alejandro Sánchez,emt,2,0.00045,0.0544,0.000259
crtm_red_transporte_madrid:51011,Suecia - Avenida De Canillejas,emt,2,0.00045,0.0437,0.000314
crtm_red_transporte_madrid:10777,Paseo Jesuitas - Agila,emt,2,0.00045,0.0439,0.000311
crtm_red_transporte_madrid:3596,Eduardo Barreiros - Corte De Faraón,emt,2,0.00044,0.0361,0.000296
crtm_red_transporte_madrid:4445,Julia García Boután - Suecia,emt,2,0.00044,0.0453,0.000272
crtm_red_transporte_madrid:3560,Pico Artilleros - Luis De Hoyos,emt,2,0.00044,0.0385,0.000322
crtm_red_transporte_madrid:5801,Plaza Del Norte,emt,2,0.00044,0.0404,0.00031
crtm_red_transporte_madrid:1032,Real De Arganda,emt,2,0.00043,0.0362,0.000287
crtm_red_transporte_madrid:321,Embajadores - Ronda De Valencia,emt,2,0.00043,0.0566,0.000237
crtm_red_transporte_madrid:2155,Narváez - O Donnell,emt,2,0.00043,0.0584,0.000278
crtm_red_transporte_madrid:3228,Alfredo Marqueríe,emt,2,0.00042,0.0381,0.000305
crtm_red_transporte_madrid:3006,Ascao - Julián Camarillo,emt,2,0.00042,0.0445,0.000277
crtm_red_transporte_madrid:1082,Cementerio La Almudena,emt,2,0.00041,0.0481,0.000285
crtm_red_transporte_madrid:88,Calle De Las Delicias,emt,2,0.00041,0.0548,0.000268
crtm_red_transporte_madrid:4748,Parque San Isidro,emt,2,0.00041,0.0412,0.000318
crtm_red_transporte_madrid:51246,Finisterre - Villa De Marín,emt,2,0.00041,0.0431,0.000265
crtm_red_transporte_madrid:3597,Parque Katiuska,emt,2,0.00041,0.036,0.000294
crtm_red_transporte_madrid:4514,Cristo Rey,emt,2,0.00041,0.0519,0.000261
crtm_red_transporte_madrid:5067,Eduardo Barreiros - El Caserío,emt,2,0.0004,0.0342,0.000298
crtm_red_transporte_madrid:1966,Ramírez De Prado - Vara Del Rey,emt,2,0.0004,0.0503,0.000294
crtm_red_transporte_madrid:4376,Centro De Carga Aérea 1,emt,2,0.0004,0.0571,0.000266
crtm_red_transporte_madrid:4408,Suecia - Rumanía,emt,2,0.00039,0.0434,0.000311
crtm_red_transporte_madrid:4449,Sofía - Budapest,emt,2,0.00039,0.0447,0.00028
crtm_red_transporte_madrid:4978,Vinateros - Cañada,emt,2,0.00039,0.0439,0.000306
crtm_red_transporte_madrid:4953,Obenque - Velero,emt,2,0.00038,0.0498,0.000285
