nodo,parada,modo,grado,intermediacion,cercania,pagerank
crtm_red_transporte_madrid:934,Antonio López - Socuéllamos,emt,2,0.00772,0.0457,0.000268
crtm_red_transporte_madrid:148,Doctor Esquerdo - Goya,emt,4,0.00768,0.0675,0.000437
crtm_red_transporte_madrid:3583,Machupichu - Silvano,emt,2,0.00766,0.0409,0.000314
crtm_red_transporte_madrid:1049,Carrera De San Jerónimo - Cedaceros,emt,6,0.00765,0.0626,0.000663
crtm_red_transporte_madrid:2338,Pobladura Del Valle - Arcos De Jalón,emt,5,0.00765,0.0476,0.000619
crtm_red_transporte_madrid:2961,Euro - Peso Hispano,emt,2,0.00764,0.0446,0.0003
crtm_red_transporte_madrid:4115,Melancólicos - Imperial,emt,2,0.00761,0.0506,0.000257
crtm_red_transporte_madrid:1963,Avenida De Los Poblados - Rafaela Ybarra,emt,3,0.00761,0.0433,0.000392
crtm_red_transporte_madrid:4113,Orovilla - Silvina,emt,2,0.00759,0.0384,0.000277
crtm_red_transporte_madrid:1625,Gómez De La Serna - Colonia El Pino,emt,2,0.00758,0.0376,0.000277
crtm_red_transporte_madrid:892,Campamento,emt,3,0.00756,0.0415,0.000431
crtm_red_transporte_madrid:214,Arturo Soria - Añastro,emt,3,0.00753,0.0476,0.000365
crtm_red_transporte_madrid:56,Gregorio Marañón,emt,3,0.00752,0.0574,0.000352
crtm_red_transporte_madrid:1815,San Jaime - Sierra Gador,emt,2,0.00752,0.0409,0.00031
crtm_red_transporte_madrid:5244,Carretera De Vallecas - Avenida Rosales,emt,2,0.0075,0.0327,0.000297
crtm_red_transporte_madrid:2434,Abrantes - Oporto,emt,2,0.00749,0.0535,0.000275
crtm_red_transporte_madrid:2436,Abrantes Portalegre,emt,3,0.00747,0.0515,0.000409
crtm_red_transporte_madrid:2066,Arroyo Del Olivar - Muñoz Díaz,emt,2,0.00746,0.0476,0.000294
crtm_red_transporte_madrid:652,Rafael Finat - Osa De La Vega,emt,2,0.00744,0.04,0.000283
crtm_red_transporte_madrid:2085,Villalobos,emt,4,0.00744,0.0387,0.000499
crtm_red_transporte_madrid:112,Plaza Del Perú,emt,4,0.00743,0.0496,0.000478
crtm_red_transporte_madrid:3851,Ensanche De Vallecas - Gutiérrez Maroto,emt,3,0.00742,0.033,0.0004
crtm_red_transporte_madrid:208,Nunciatura,emt,2,0.00739,0.0464,0.000247
crtm_red_transporte_madrid:1737,Monforte De Lemos - Parque Bomberos,emt,2,0.00738,0.0476,0.00028
crtm_red_transporte_madrid:1174,Bohemios - Sáhara,emt,2,0.00736,0.0386,0.000271
crtm_red_transporte_madrid:427,Velázquez - Juan Bravo,emt,2,0.00735,0.0611,0.000243
crtm_red_transporte_madrid:5541,Santa Marta - Alfonso Xiii,emt,3,0.00735,0.0499,0.000446
crtm_red_transporte_madrid:1112,Puerto De La Bonaigua - San Diego,emt,4,0.00735,0.0479,0.000475
crtm_red_transporte_madrid:1869,Iglesia,emt,3,0.00734,0.0553,0.000357
crtm_red_transporte_madrid:3761,Manuel Becerra,emt,2,0.00734,0.0637,0.000225
crtm_red_transporte_madrid:5212,Metro Barrio Del Pilar,emt,3,0.00732,0.0448,0.000376
crtm_red_transporte_madrid:2967,Bilbao,emt,4,0.0073,0.0528,0.000529
crtm_red_transporte_madrid:1105,Javier De Miguel - Payaso Fofó,emt,4,0.00728,0.0482,0.000473
crtm_red_transporte_madrid:4183,Cementerio Carabanchel,emt,3,0.00727,0.0449,0.00038
crtm_red_transporte_madrid:3340,Polideportivo Guillén Prim,emt,3,0.00726,0.0344,0.000432
crtm_red_transporte_madrid:54,Barrio De La Ciencia,emt,2,0.00725,0.0569,0.00025
crtm_red_transporte_madrid:2259,Achicoria,emt,3,0.00725,0.0497,0.000338
crtm_red_transporte_madrid:1868,Plaza Chamberí,emt,3,0.00725,0.0548,0.000359
crtm_red_transporte_madrid:4664,Avenida De Andalucía - Anoeta,emt,4,0.00725,0.0374,0.000493
crtm_red_transporte_madrid:552,Puente San Isidro - Pontones,emt,4,0.00724,0.0525,0.00049
crtm_red_transporte_madrid:1229,Alonso Martínez,emt,2,0.00724,0.0545,0.000266
crtm_red_transporte_madrid:1361,Isla De Arosa,emt,4,0.00723,0.038,0.000468
crtm_red_transporte_madrid:475,Emigrantes - Carretera De Canillas,emt,3,0.00722,0.0386,0.000428
crtm_red_transporte_madrid:3575,Estación De Aravaca,emt,3,0.00721,0.036,0.000407
crtm_red_transporte_madrid:2878,Emilio Rubín,emt,2,0.0072,0.0448,0.000286
crtm_red_transporte_madrid:1838,San Luis - Almanzora,emt,2,0.0072,0.0471,0.000295
crtm_red_transporte_madrid:176,Argüelles,emt,2,0.00718,0.0467,0.000304
crtm_red_transporte_madrid:5528,Fermina Sevillano - Octubre,emt,2,0.00718,0.0382,0.000303
crtm_red_transporte_madrid:5071,Motrico,emt,2,0.00718,0.0287,0.000325
crtm_red_transporte_madrid:1238,Virgen De Lluc - José Banús,emt,2,0.00718,0.0468,0.000292
crtm_red_transporte_madrid:5922,Fuerzas Armadas - Parque Valdebebas,emt,2,0.00718,0.041,0.000313
crtm_red_transporte_madrid:1552,Gómez De La Serna - Julio Calvo,emt,2,0.00718,0.0373,0.000292
crtm_red_transporte_madrid:6316,Ctra. De El Pardo - Tiro Pichón,emt,2,0.00718,0.0381,0.000297
crtm_red_transporte_madrid:2628,Camino De Campamento - Villagarcía,emt,2,0.00718,0.0403,0.000308
crtm_red_transporte_madrid:3004,Francisco Villaespesa - Ezequiel Solana,emt,2,0.00718,0.0387,0.000323
crtm_red_transporte_madrid:51058,Francisco Umbral - Cambados,emt,2,0.00718,0.0337,0.000297
crtm_red_transporte_madrid:1430,Cordel De Pavones - Juglares,emt,2,0.00718,0.0515,0.000311
crtm_red_transporte_madrid:451,Metro Serrano,emt,2,0.00718,0.0361,0.000327
crtm_red_transporte_madrid:2024,López De Hoyos - Clínica San Juan De Dios,emt,4,0.00716,0.0436,0.0005
crtm_red_transporte_madrid:4912,Machupichu - Mota Del Cuervo,emt,2,0.00716,0.0397,0.000303
crtm_red_transporte_madrid:4771,Valdemarín - Argentona,emt,2,0.00713,0.0386,0.000302
crtm_red_transporte_madrid:936,González Feito,emt,3,0.00712,0.0439,0.000386
crtm_red_transporte_madrid:1321,Avenida De Logroño - Algemesí,emt,6,0.00712,0.0571,0.000756
crtm_red_transporte_madrid:3183,Avenida De Los Poblados - Abrantes,emt,2,0.0071,0.0495,0.00029
crtm_red_transporte_madrid:5155,Plaza De Cronos,emt,3,0.00709,0.0575,0.000375
crtm_red_transporte_madrid:1627,Gómez De La Serna - Alejandro Casona,emt,2,0.00708,0.0365,0.000272
crtm_red_transporte_madrid:689,Biarritz,emt,4,0.00706,0.0551,0.00045
crtm_red_transporte_madrid:2322,Melancólicos,emt,3,0.00704,0.0482,0.0004
crtm_red_transporte_madrid:1178,María Droc - San Dalmacio,emt,3,0.00703,0.0349,0.000426
crtm_red_transporte_madrid:2960,Euro - Aguacate,emt,2,0.00702,0.0428,0.000299
crtm_red_transporte_madrid:1813,San Jaime - Puerto Pozazal,emt,2,0.00702,0.0397,0.00032
crtm_red_transporte_madrid:405,Parque Juan Carlos I,emt,3,0.00698,0.0376,0.000413
crtm_red_transporte_madrid:3392,Monforte De Lemos - Finisterre,emt,2,0.00697,0.0462,0.000264
crtm_red_transporte_madrid:5213,Metro Barrio Del Pilar,emt,2,0.00697,0.0456,0.00025
crtm_red_transporte_madrid:1252,Palacio De Los Deportes,emt,2,0.0069,0.0654,0.000239
crtm_red_transporte_madrid:5253,Avenida De Los Rosales - Uranio,emt,2,0.00688,0.0317,0.000299
crtm_red_transporte_madrid:1301,Plaza Del Mar,emt,2,0.00688,0.0568,0.000293
crtm_red_transporte_madrid:497,Arturo Soria - Julio Dánvila,emt,3,0.00687,0.0484,0.000358
crtm_red_transporte_madrid:2068,Parque De Azorín,emt,2,0.00687,0.0457,0.000286
crtm_red_transporte_madrid:575,Intercambiador De Aluche,emt,4,0.00687,0.0387,0.000511
crtm_red_transporte_madrid:5654,Sinfonía - Danza,emt,2,0.00681,0.0385,0.000295
crtm_red_transporte_madrid:1986,Sierra Elvira - Sierra Toledana,emt,3,0.0068,0.0469,0.000412
crtm_red_transporte_madrid:2430,Plaza Elíptica,emt,2,0.00676,0.0568,0.000252
crtm_red_transporte_madrid:1052,Hacienda De Pavones 204,emt,3,0.00676,0.0504,0.000384
crtm_red_transporte_madrid:5140,Ramiro De Maeztu - Bernardo Torre Rojas,emt,2,0.00675,0.0541,0.000277
crtm_red_transporte_madrid:1629,Rosalía De Castro - Gómez De La Serna,emt,4,0.00674,0.0356,0.000498
crtm_red_transporte_madrid:501,San Luis - Arturo Soria,emt,3,0.00672,0.048,0.000365
crtm_red_transporte_madrid:2556,Concejal Francisco Jiménez - Alhambra,emt,3,0.00672,0.0474,0.000377
crtm_red_transporte_madrid:3644,Legazpi,emt,2,0.0067,0.0515,0.000253
crtm_red_transporte_madrid:2227,Príncipe De Vergara - Goya,emt,3,0.00668,0.0641,0.000355
crtm_red_transporte_madrid:4210,Aquitania - Toscana,emt,4,0.00667,0.0547,0.000429
crtm_red_transporte_madrid:5421,Metro Blasco Ibáñez,emt,2,0.00667,0.0535,0.00026
crtm_red_transporte_madrid:1060,Plaza Alosno,emt,2,0.00667,0.0607,0.000261
crtm_red_transporte_madrid:4982,Centro Cultural Los Rosales,emt,3,0.00662,0.0308,0.000436
crtm_red_transporte_madrid:2879,Montearagón,emt,2,0.0066,0.043,0.000304
crtm_red_transporte_madrid:1693,Paraninfo - Matemáticas,emt,2,0.0066,0.0458,0.000281
crtm_red_transporte_madrid:1840,San Luis - Añastro,emt,2,0.00659,0.0451,0.000297
crtm_red_transporte_madrid:1234,Puente Calero,emt,2,0.00658,0.0535,0.000261
crtm_red_transporte_madrid:3185,Metro San Francisco,emt,2,0.00655,0.0476,0.000306
crtm_red_transporte_madrid:1620,Fermín Caballero - Isla De Arosa,emt,3,0.00655,0.0391,0.000358
crtm_red_transporte_madrid:5781,Fermina Sevillano - Diciembre,emt,3,0.00654,0.0368,0.000459
crtm_red_transporte_madrid:4896,Aconcagua - Nevado Cumbal,emt,3,0.00654,0.0326,0.00045
crtm_red_transporte_madrid:6317,Ctra. De El Pardo - Puente De Renfe,emt,2,0.00653,0.0367,0.000311
crtm_red_transporte_madrid:1240,Virgen De Lluc - José Del Hierro,emt,2,0.00653,0.0447,0.000308
crtm_red_transporte_madrid:5758,San Jaime - Sierra Vieja,emt,2,0.00653,0.0385,0.000319
crtm_red_transporte_madrid:3569,Domingo Párraga - Ferroviarios,emt,2,0.00653,0.0276,0.000307
crtm_red_transporte_madrid:1439,Cordel De Pavones - Pinillas,emt,2,0.00653,0.049,0.000318
crtm_red_transporte_madrid:1554,Metro Lacoma,emt,2,0.00653,0.036,0.000309
crtm_red_transporte_madrid:177,Blasco De Garay - Centro Mayores,emt,2,0.00653,0.0446,0.000315
crtm_red_transporte_madrid:5920,Fuerzas Armadas - Maragatería,emt,2,0.00653,0.0394,0.000319
crtm_red_transporte_madrid:3184,Metro San Francisco,emt,2,0.00653,0.0387,0.000291
crtm_red_transporte_madrid:17688,Pico Ocejón - Osa Mayor,emt,2,0.00653,0.0348,0.000266
crtm_red_transporte_madrid:2630,Camino De Campamento - Colonia Lourdes,emt,2,0.00653,0.0387,0.000318
crtm_red_transporte_madrid:3483,Lasarte - Zumarraga,emt,2,0.00653,0.0279,0.000326
crtm_red_transporte_madrid:449,Serrano - Ortega Y Gasset,emt,2,0.00653,0.0348,0.000328
crtm_red_transporte_madrid:3002,Ezequiel Solana - Gonzalo De Berceo,emt,2,0.00653,0.0372,0.000325
crtm_red_transporte_madrid:2116,Cuzco,emt,3,0.00652,0.0492,0.000398
crtm_red_transporte_madrid:3726,Óbolo,emt,2,0.00648,0.0413,0.000288
crtm_red_transporte_madrid:5458,Ciudad Lineal,emt,3,0.00648,0.0477,0.000358
crtm_red_transporte_madrid:3452,Darío Aparicio - Cabo Cañaveral,emt,2,0.00648,0.0372,0.000313
crtm_red_transporte_madrid:690,Bruselas,emt,3,0.00648,0.0525,0.000364
crtm_red_transporte_madrid:430,Velázquez - López De Hoyos,emt,5,0.00647,0.0584,0.000533
crtm_red_transporte_madrid:5178,Camarena - Centro De Salud,emt,2,0.00647,0.0433,0.000291
crtm_red_transporte_madrid:3870,Camino De Santiago - San Millán Cogolla,emt,4,0.00647,0.0437,0.000519
crtm_red_transporte_madrid:1569,Teruel,emt,3,0.00645,0.0562,0.000369
crtm_red_transporte_madrid:236,Ciudad Lineal,emt,3,0.00645,0.0468,0.000387
crtm_red_transporte_madrid:4084,Carabanchel Alto,emt,3,0.00645,0.0469,0.000358
crtm_red_transporte_madrid:2955,Alcalá - Esfinge,emt,3,0.00643,0.0606,0.000395
crtm_red_transporte_madrid:1488,Castellana - Marqués Torrelaguna,emt,2,0.00639,0.0484,0.000277
crtm_red_transporte_madrid:1067,Avenida De Daroca - Campus Universitario,emt,4,0.00639,0.0606,0.000452
crtm_red_transporte_madrid:1789,Alcocer - Escoriaza,emt,3,0.00639,0.0353,0.000391
crtm_red_transporte_madrid:2070,Buenos Aires - Palomeras,emt,3,0.00639,0.044,0.000395
crtm_red_transporte_madrid:2654,Castellana - Manuel Caldeiro,emt,3,0.00638,0.0464,0.000403
crtm_red_transporte_madrid:503,San Luis - Mesena,emt,3,0.00636,0.046,0.000396
crtm_red_transporte_madrid:2160,Sainz De Baranda - Maiquez,emt,4,0.00634,0.0649,0.000454
crtm_red_transporte_madrid:5163,Sierra Guadalupe - San Jaime,emt,4,0.00633,0.0389,0.000501
crtm_red_transporte_madrid:5338,San Luis - Estación Hortaleza,emt,3,0.0063,0.0433,0.000436
crtm_red_transporte_madrid:5924,Francisco Pi Y Margall - Vicente Blasco Ibañez,emt,2,0.00629,0.0511,0.000254
crtm_red_transporte_madrid:1579,Instituto La Paloma,emt,2,0.00628,0.047,0.000285
crtm_red_transporte_madrid:650,Avenida De La Aviación - Sinfonía,emt,2,0.00625,0.0373,0.000292
crtm_red_transporte_madrid:1303,Plaza Del Navío,emt,2,0.00624,0.0538,0.000308
crtm_red_transporte_madrid:2154,Narváez - O Donnell,emt,5,0.00622,0.0621,0.000644
crtm_red_transporte_madrid:2428,Marcelo Usera - Rafaela Ybarra,emt,2,0.00622,0.0543,0.000263
crtm_red_transporte_madrid:3121,Galeón - Carabela,emt,4,0.00622,0.0572,0.000438
crtm_red_transporte_madrid:854,Plaza De España,emt,7,0.0062,0.0552,0.000754
crtm_red_transporte_madrid:3281,Facultad De Educación - Cunef Universidad,emt,2,0.00618,0.0516,0.000291
crtm_red_transporte_madrid:1984,Mercado Doña Carlota,emt,2,0.00614,0.0478,0.000291
crtm_red_transporte_madrid:2824,Unidad,emt,2,0.00613,0.0432,0.000264
crtm_red_transporte_madrid:2229,Príncipe De Vergara - Ayala,emt,2,0.00613,0.0608,0.000265
crtm_red_transporte_madrid:2736,Glorieta Charala,emt,5,0.00611,0.0356,0.000589
crtm_red_transporte_madrid:2532,Rafael Alberti - San Claudio,emt,4,0.0061,0.0421,0.000491
crtm_red_transporte_madrid:126,Avenida De Burgos,emt,4,0.00609,0.0464,0.000483
crtm_red_transporte_madrid:2093,Sierra Molina - Centro De Salud,emt,2,0.00605,0.0501,0.000274
crtm_red_transporte_madrid:5326,Hormigueras - Correos,emt,2,0.00605,0.0375,0.000323
crtm_red_transporte_madrid:4973,García Tapia - M40,emt,2,0.00605,0.0574,0.00026
crtm_red_transporte_madrid:3069,Santa Felicidad - Iglesia,emt,2,0.00604,0.0533,0.000284
crtm_red_transporte_madrid:5419,Príncipe Carlos - Ingeniero Herrera,emt,3,0.00604,0.0509,0.000373
crtm_red_transporte_madrid:4285,Paraninfo - Telecomunicaciones,emt,2,0.00603,0.044,0.000301
crtm_red_transporte_madrid:171,Gran Vía - Plaza De España,emt,3,0.00603,0.0541,0.000381
crtm_red_transporte_madrid:3186,Avenida De Los Poblados - Secoya,emt,2,0.00602,0.0458,0.000314
crtm_red_transporte_madrid:3111,Juan Ignacio Luca De Tena - Alegría Oria,emt,4,0.00601,0.0587,0.000473
crtm_red_transporte_madrid:2880,Luis Rosales,emt,2,0.00601,0.0414,0.000311
crtm_red_transporte_madrid:5154,Plaza Del Ágata,emt,2,0.00601,0.0339,0.000264
crtm_red_transporte_madrid:726,Cartagena - Francisco Silvela,emt,5,0.00599,0.058,0.000579
crtm_red_transporte_madrid:631,Illescas - Valmojado,emt,3,0.00598,0.0405,0.000427
crtm_red_transporte_madrid:3810,Avenida De La Aviación - Mirabel,emt,3,0.00598,0.0363,0.000419
crtm_red_transporte_madrid:4837,Estación El Pozo,emt,4,0.00598,0.0347,0.000534
crtm_red_transporte_madrid:5156,Toledo - Colegiata San Isidro,emt,2,0.00596,0.0581,0.000254
crtm_red_transporte_madrid:3767,Monte Del Gozo,emt,3,0.00596,0.0466,0.00038
crtm_red_transporte_madrid:913,Plaza Mayor,emt,2,0.00596,0.0581,0.000254
crtm_red_transporte_madrid:2323,Puente San Isidro - Melancólicos,emt,3,0.00595,0.046,0.000421
crtm_red_transporte_madrid:629,Camarena - Illescas,emt,2,0.00594,0.0418,0.000294
crtm_red_transporte_madrid:51193,Castellana - Nudo Norte,emt,3,0.00594,0.0468,0.000406
crtm_red_transporte_madrid:3187,Plaza Del Parterre,emt,3,0.00593,0.0406,0.000415
crtm_red_transporte_madrid:5124,Camino De Perales - San Mario,emt,3,0.00592,0.0422,0.000386
crtm_red_transporte_madrid:1720,Arroyofresno - Herrera Oria,emt,3,0.0059,0.0385,0.000395
crtm_red_transporte_madrid:51003,Miguel Delibes - Mario Moreno Cantinflas,emt,3,0.00589,0.0491,0.000431
crtm_red_transporte_madrid:13,Guecho - Gobelas,emt,2,0.00588,0.0272,0.000327
crtm_red_transporte_madrid:1447,Cordel De Pavones - José Prat,emt,2,0.00588,0.0468,0.000323
crtm_red_transporte_madrid:4777,Peña Del Águila,emt,2,0.00588,0.0348,0.000317
crtm_red_transporte_madrid:6318,Ctra. De El Pardo - Acuartelamiento Marva,emt,2,0.00588,0.0354,0.000319
crtm_red_transporte_madrid:5918,Fuerzas Armadas - Maestra Dolores Marco,emt,2,0.00588,0.0379,0.000324
crtm_red_transporte_madrid:3000,Ezequiel Solana - Arriaga,emt,2,0.00588,0.0359,0.000327
crtm_red_transporte_madrid:4477,Galileo,emt,2,0.00588,0.0427,0.000321
crtm_red_transporte_madrid:2632,Camino De Campamento - San Roberto,emt,2,0.00588,0.0373,0.000318
crtm_red_transporte_madrid:18927,Camino Barrial - Ana Teresa,emt,2,0.00588,0.0336,0.000294
crtm_red_transporte_madrid:5081,Viveros Raga,emt,2,0.00588,0.0454,0.000301
crtm_red_transporte_madrid:3554,Valle De Tobalina - Ciudad De Frías,emt,2,0.00588,0.0268,0.000317
crtm_red_transporte_madrid:3182,Avenida De Los Poblados - Abrantes,emt,2,0.00588,0.0373,0.000308
crtm_red_transporte_madrid:4710,Serrano - Juan Bravo,emt,2,0.00588,0.0337,0.000328
crtm_red_transporte_madrid:4520,Virgen De Lluc - Argentina,emt,2,0.00588,0.0428,0.000317
crtm_red_transporte_madrid:3033,Avenida De Oporto - Camino Viejo Leganés,emt,2,0.00584,0.0506,0.000261
crtm_red_transporte_madrid:1860,Estrecho,emt,3,0.00583,0.0532,0.000422
crtm_red_transporte_madrid:3454,Darío Aparicio - Tapia De Casariego,emt,2,0.00583,0.0359,0.00032
crtm_red_transporte_madrid:2577,Buenos Aires - Mogambo,emt,4,0.00582,0.0397,0.000511
crtm_red_transporte_madrid:51015,Hacienda De Pavones - Corregidor Conde Maceda,emt,3,0.00582,0.0481,0.000387
crtm_red_transporte_madrid:1120,La Chopera - Puente Praga,emt,4,0.00581,0.0501,0.000499
crtm_red_transporte_madrid:1753,La Masó - Marbella,emt,3,0.00581,0.0428,0.000383
crtm_red_transporte_madrid:4093,Real - Centro Comercial,emt,2,0.0058,0.0448,0.000278
crtm_red_transporte_madrid:5459,Plaza Castilla,emt,2,0.00579,0.048,0.000258
crtm_red_transporte_madrid:4052,Marqués De Salamanca,emt,2,0.00578,0.059,0.000272
crtm_red_transporte_madrid:2087,Pablo Neruda - Villalobos,emt,3,0.00576,0.0374,0.00038
crtm_red_transporte_madrid:2731,Centro De Especialidades De Moratalaz,emt,6,0.00575,0.0473,0.000764
crtm_red_transporte_madrid:1405,Metro Menéndez Pelayo,emt,4,0.00573,0.063,0.000483
crtm_red_transporte_madrid:1096,Plaza De Las Regiones,emt,4,0.00573,0.0394,0.000552
crtm_red_transporte_madrid:3283,Sánchez Arcas - Bernardo Torre Rojas,emt,2,0.0057,0.0497,0.000294
crtm_red_transporte_madrid:218,Arturo Soria - López De Hoyos,emt,3,0.00568,0.0452,0.000397
crtm_red_transporte_madrid:1581,Francos Rodríguez - Antonio Machado,emt,2,0.00566,0.045,0.000303
crtm_red_transporte_madrid:195,Menéndez Pelayo - Menorca,emt,4,0.00566,0.0623,0.000475
crtm_red_transporte_madrid:3285,Sánchez Arcas - Rubio Y Galí,emt,2,0.00565,0.0495,0.000284
crtm_red_transporte_madrid:2233,Príncipe De Vergara - Diego De León,emt,3,0.00565,0.0583,0.000389
crtm_red_transporte_madrid:2239,Príncipe De Vergara - López De Hoyos,emt,2,0.00564,0.0567,0.00027
crtm_red_transporte_madrid:587,Blas Cabrera - Avenida De Las Águilas,emt,3,0.00562,0.0398,0.000428
crtm_red_transporte_madrid:1608,Pedro Rico - Julio Palacios,emt,2,0.00562,0.0491,0.000262
crtm_red_transporte_madrid:3586,Machupichu - Papa Negro,emt,2,0.00562,0.0406,0.000298
crtm_red_transporte_madrid:2974,Avenida De Cantabria - Centro De Salud,emt,2,0.0056,0.0511,0.000317
crtm_red_transporte_madrid:1793,Carretera De Vallecas - Sáhara,emt,2,0.0056,0.0343,0.00029
crtm_red_transporte_madrid:1809,Hormigueras - González Dávila,emt,2,0.0056,0.0365,0.000317
crtm_red_transporte_madrid:2732,Corazón De María - Padre Xifré,emt,2,0.00559,0.0551,0.000282
crtm_red_transporte_madrid:5141,Vicente Aleixandre,emt,4,0.00558,0.0559,0.000462
crtm_red_transporte_madrid:4624,Gran Avenida - Camino Viejo Villaverde,emt,3,0.00557,0.0415,0.000404
crtm_red_transporte_madrid:2438,Abrantes - Pelicano,emt,3,0.00556,0.0502,0.0004
crtm_red_transporte_madrid:383,Ulises - Arturo Soria,emt,3,0.00555,0.0454,0.000383
crtm_red_transporte_madrid:1102,Carlos Martín Álvarez - Martínez Riva,emt,2,0.00554,0.048,0.000275
crtm_red_transporte_madrid:2457,Antonia Rodríguez Sacristán,emt,2,0.00554,0.0443,0.000316
crtm_red_transporte_madrid:145,Bambú,emt,4,0.00551,0.046,0.000455
crtm_red_transporte_madrid:5152,Portomarín - Isabel Colbrand,emt,2,0.00549,0.0465,0.00027
crtm_red_transporte_madrid:5827,Feria De Madrid,emt,2,0.00548,0.0363,0.000279
crtm_red_transporte_madrid:1697,Paraninfo - Ciemat,emt,2,0.00547,0.0424,0.000309
crtm_red_transporte_madrid:2072,Pedro Laborde - Palomeras,emt,3,0.00547,0.0423,0.000384
crtm_red_transporte_madrid:1192,Alcocer - Paseo Talleres,emt,2,0.00544,0.0354,0.000272
crtm_red_transporte_madrid:2246,San Francisco El Grande - Plaza De Los Carros,emt,2,0.00543,0.0554,0.00024
crtm_red_transporte_madrid:2882,Gran Vía De Hortaleza - Haro,emt,2,0.00543,0.04,0.000315
crtm_red_transporte_madrid:51208,Sierra Molina - San Diego,emt,2,0.00542,0.0478,0.000296
crtm_red_transporte_madrid:3071,Santa Felicidad,emt,2,0.0054,0.0507,0.000301
crtm_red_transporte_madrid:5239,Círculo De Bellas Artes,emt,6,0.0054,0.0622,0.000712
crtm_red_transporte_madrid:3050,Aguacate - Secoya,emt,3,0.0054,0.0431,0.000386
crtm_red_transporte_madrid:3180,Avenida De Los Poblados - Cocheras Emt,emt,2,0.00539,0.0495,0.000286
crtm_red_transporte_madrid:1803,Camino Del Pozo - Carretera De Villaverde,emt,2,0.00534,0.034,0.000303
crtm_red_transporte_madrid:937,San Mario,emt,2,0.00534,0.0407,0.000268
crtm_red_transporte_madrid:1228,Sagasta,emt,2,0.0053,0.0538,0.000281
crtm_red_transporte_madrid:2241,Junta Municipal Chamartín,emt,2,0.00525,0.055,0.000275
crtm_red_transporte_madrid:4579,Estación De Aravaca - Río Arlanzón,emt,2,0.00525,0.0348,0.000296
crtm_red_transporte_madrid:2947,Suanzes,emt,2,0.00524,0.0522,0.00028
crtm_red_transporte_madrid:3605,Pi Y Margall - Isabel De Valois,emt,2,0.00524,0.0514,0.000263
crtm_red_transporte_madrid:1807,Hormigueras - Miravete,emt,2,0.00524,0.0357,0.000315
crtm_red_transporte_madrid:5916,Fuerzas Armadas - Francisco Umbral,emt,2,0.00523,0.0366,0.000325
crtm_red_transporte_madrid:1556,Riscos De Polanco,emt,2,0.00523,0.0336,0.000323
crtm_red_transporte_madrid:5472,Corregidor Alonso Aguilar,emt,3,0.00523,0.047,0.000399
crtm_red_transporte_madrid:1241,José Del Hierro - Polideportivo,emt,2,0.00523,0.041,0.000322
crtm_red_transporte_madrid:50019,Lázaro Carreter - Vizcaíno Casas,emt,2,0.00523,0.0325,0.000309
crtm_red_transporte_madrid:448,Serrano - Maldonado,emt,2,0.00523,0.0326,0.000328
crtm_red_transporte_madrid:3375,Fuencarral - Bilbao,emt,2,0.00523,0.0502,0.000294
crtm_red_transporte_madrid:5057,Avenida De Los Poblados - Vía Lusitana,emt,2,0.00523,0.036,0.000317
crtm_red_transporte_madrid:4478,Vallehermoso - Donoso Cortés,emt,2,0.00523,0.041,0.000324
crtm_red_transporte_madrid:5102,Juan De Borbón - Ribera Del Sena,emt,2,0.00523,0.0375,0.0003
crtm_red_transporte_madrid:5336,Casa De Campo,emt,3,0.00523,0.0359,0.000484
crtm_red_transporte_madrid:5529,Fin De Semana,emt,3,0.00523,0.0355,0.000459
crtm_red_transporte_madrid:3552,Ciudad De Frías - Bascuñuelos,emt,2,0.00523,0.0261,0.000321
crtm_red_transporte_madrid:3203,Berrocal - Bario,emt,2,0.00523,0.0299,0.000304
crtm_red_transporte_madrid:3740,Parque Lineal Del Manzanares,emt,2,0.00523,0.0435,0.000313
crtm_red_transporte_madrid:6319,Av. Del Palacio - Regimiento Transmisiones,emt,2,0.00523,0.0342,0.000323
crtm_red_transporte_madrid:1823,José Prat - Democracia,emt,2,0.00523,0.0447,0.000325
crtm_red_transporte_madrid:51205,Puerta Del Ángel,emt,2,0.00523,0.0489,0.000269
crtm_red_transporte_madrid:1894,Museo Sorolla,emt,2,0.00523,0.0531,0.000285
crtm_red_transporte_madrid:5892,Samaranch - Pérez Pita,emt,4,0.00523,0.0339,0.000455
crtm_red_transporte_madrid:2997,Fernando Gabriel,emt,2,0.00523,0.0347,0.000327
crtm_red_transporte_madrid:3491,Avenida De Casaquemada,emt,2,0.00523,0.0264,0.000328
crtm_red_transporte_madrid:5881,Metro Eugenia De Montijo,emt,3,0.00522,0.0412,0.000374
crtm_red_transporte_madrid:250,Hermanos García Noblejas - Centro De Salud,emt,4,0.0052,0.0457,0.000509
crtm_red_transporte_madrid:4609,Camino Viejo Leganés - Pelícano,emt,2,0.0052,0.0482,0.000271
crtm_red_transporte_madrid:584,Blas Cabrera - Oliva De Plasencia,emt,2,0.0052,0.0406,0.000279
crtm_red_transporte_madrid:2095,Javier De Miguel - San Anselmo,emt,3,0.00519,0.0461,0.000367
crtm_red_transporte_madrid:2446,Besolla,emt,3,0.00518,0.0429,0.000406
crtm_red_transporte_madrid:1595,Herrera Oria - Ventisquero De La Condesa,emt,4,0.00518,0.0368,0.000493
