h,modelo,n,mae,rmse,mape,skill_vs_ref
1,lightgbm,124151,0.0833146637392295,0.18155129800636247,7.733176461627377,0.37670440020337614
1,baseline (climatologia_horaria),124151,0.10786947516071728,0.2299600147220638,10.15756226861643,0.0
3,lightgbm,120460,0.09006693903389876,0.1956128616220185,8.347736029216362,0.6301552906686665
3,baseline (climatologia_horaria),120460,0.15697021835968375,0.3216530702516943,14.764635970256629,0.0
6,lightgbm,115046,0.0908274373518116,0.19861010814614222,8.386994636707199,0.7815258760007766
6,baseline (climatologia_horaria),115046,0.22274839922867667,0.42491429759483823,20.924619401656237,0.0
